beta_0,beta_1,beta_2,beta_3,tau1,tau2
3.3645025487469473,1.3832420643457892,2.3267491060017114,4.410538832013174,0.6041236743955456,13.38328086355135
3.4410767100396735,1.3269217945224192,2.2875495711210125,4.300159789814915,0.6041236743955456,13.38328086355135
3.568090542296845,1.1472352020073688,2.357272623062764,4.152924610744603,0.6041236743955456,13.38328086355135
3.7112164790182898,1.0512126387192575,2.2850921393525043,3.8081048004005864,0.6041236743955456,13.38328086355135
3.852169032961129,0.9982555541843574,1.9639659815004977,3.4511756252799337,0.6041236743955456,13.38328086355135
3.8159362790170848,1.072684312216915,1.9909060918397343,3.574162017112033,0.6041236743955456,13.38328086355135
3.8397505203089755,1.0396896413080206,1.9999040229631089,3.5940133224813207,0.6041236743955456,13.38328086355135
3.8709889521544607,1.1014165644883651,1.7930638342644294,3.428729157794919,0.6041236743955456,13.38328086355135
3.857357490713388,1.1615888287126985,1.6872895814978397,3.4409989373559013,0.6041236743955456,13.38328086355135
3.9038379118252378,1.1048238180454641,1.660109290454992,3.2178496909818186,0.6041236743955456,13.38328086355135
3.8725587212058734,1.1115834879678415,1.7914096751801014,3.3905696010543056,0.6041236743955456,13.38328086355135
3.9204265055510583,1.040721473638281,1.7655705373750687,3.2292059960264963,0.6041236743955456,13.38328086355135
3.9684956548692036,1.0396272167936826,1.725048696683548,3.205430889811401,0.6041236743955456,13.38328086355135
4.124145426932636,0.981758516782011,1.3533804820471305,2.715092139676493,0.6041236743955456,14.219735693895306
3.9530740067652532,1.1348025823455203,1.5619595346872266,3.0703449608483164,0.6041236743955456,13.38328086355135
3.851170447807434,1.2633877858537368,1.575807555332027,3.2442781194695756,0.6041236743955456,13.38328086355135
3.7579488243623125,1.3453582056351543,1.606492657734792,3.3984346079770393,0.6041236743955456,13.38328086355135
3.7688172534466737,1.3326369119661532,1.6346014142243028,3.3296066545411387,0.6041236743955456,13.38328086355135
3.7076756586559916,1.4256079824917725,1.5174478495333805,3.3111732379363175,0.6041236743955456,13.38328086355135
3.6426355146227354,1.507930650022277,1.4435300642413411,3.3989518536927914,0.6041236743955456,13.38328086355135
3.6642557667671403,1.4752543076039957,1.4958384488854073,3.4454840395126474,0.6041236743955456,13.38328086355135
3.947013872056627,1.1769060617812719,1.4243701749688682,2.838246140347078,0.6041236743955456,13.38328086355135
3.936579516768318,1.1764500309645174,1.471132846818846,2.820200085186879,0.6041236743955456,13.38328086355135
3.843904650790853,1.2971995539837426,1.4415243421059287,2.9970734541165767,0.6041236743955456,13.38328086355135
3.797661276541187,1.356334167826795,1.4612661686724604,3.0607719659230606,0.6041236743955456,13.38328086355135
3.7719047058472164,1.3645039856083354,1.5378253598271054,3.1230524906839787,0.6041236743955456,13.38328086355135
3.738815575614257,1.4134247756601694,1.53768143508601,3.1025427603029994,0.6041236743955456,13.38328086355135
3.781977002385139,1.3331581420286074,1.5991450064725568,3.023463716950813,0.6041236743955456,13.38328086355135
3.0580676832496723,2.1757829537160642,1.1337587857332514,5.063711775241571,1.161740718682527,13.38328086355135
3.118312582567108,2.1013383729539274,1.248163858672587,4.968318234419817,1.161740718682527,13.38328086355135
3.1453209091034,2.0503752743641765,1.3869282902122886,5.011634287806919,1.161740718682527,13.38328086355135
3.047547623130192,2.146014077152295,1.2836677558366751,5.188331700846604,1.161740718682527,13.38328086355135
3.854549764268699,1.2798806233926674,1.438894126814165,2.708393823931827,0.6041236743955456,13.38328086355135
3.1448747651342845,2.0903717729595606,1.0748968089031778,4.791985779019967,1.161740718682527,13.38328086355135
3.0705222844111097,2.1519396729206988,1.1406049011791095,5.00975061609579,1.161740718682527,13.38328086355135
2.964091723686428,2.2246058866276677,1.2971280345066882,5.26693786924151,1.161740718682527,13.38328086355135
2.959972190517909,2.2469483653344122,1.2335673154960705,5.257489625268288,1.161740718682527,13.38328086355135
3.0122580398793826,2.2299198887187015,1.0063672314461805,5.0147191704444065,1.161740718682527,13.38328086355135
2.9545950276799595,2.2758848805470375,1.111808070999016,5.249311464643627,1.161740718682527,13.38328086355135
2.8675508148748974,2.344246466599648,1.0812431166687242,5.352371997172687,1.161740718682527,13.38328086355135
3.493849432318465,1.6860082248228585,1.3281043014237486,3.441332597105184,0.6041236743955456,13.38328086355135
3.4193096512160004,1.67709229137581,1.5848928559357576,3.710245119373887,0.6041236743955456,13.38328086355135
3.0776131992536584,1.7755663053271582,2.4956345355048666,4.8764700089785205,0.6041236743955456,12.546817714996887
3.3266212155140127,1.5462777628038353,2.2774307531513602,4.152440636415321,0.6041236743955456,13.38328086355135
3.2366139806668937,1.6389023664258895,2.342157354999787,4.456203152264148,0.6041236743955456,12.546817714996887
3.3927822578771765,1.4351201782150491,2.393788726676215,4.140807208163484,0.6041236743955456,12.546817714996887
3.426046154297071,1.3516048166579546,2.448334471470606,3.92908089866538,0.6041236743955456,13.38328086355135
3.2008952421597403,1.5977456901546323,2.5794735017292747,4.558053447827597,0.6041236743955456,12.546817714996887
3.5164835785375974,1.2746786588122923,2.3201634768926698,3.826094331437454,0.6041236743955456,13.38328086355135
3.574483624844189,1.228971721472095,2.2798507294904,3.7276106049147195,0.6041236743955456,13.38328086355135
3.4891783735899633,1.2106093238695408,2.565536968653594,4.003439502063934,0.6041236743955456,13.38328086355135
3.4603378213953984,1.2792418685346563,2.5674825166965323,4.103581008529003,0.6041236743955456,13.38328086355135
3.4968551246165895,1.2816501153000008,2.4060327376600363,4.013598906732046,0.6041236743955456,13.38328086355135
3.5229645087014303,1.2831687358737474,2.310464380848743,3.9288552272699127,0.6041236743955456,13.38328086355135
3.3999738303792992,1.3905656103144277,2.4265926714937507,4.207738238920851,0.6041236743955456,13.38328086355135
3.5104026002951225,1.2672927401620966,2.3944585320530485,4.08040288411369,0.6041236743955456,13.38328086355135
3.3609042621680474,1.397031781904994,2.6653079718901465,4.450433774926184,0.6041236743955456,12.546817714996887
3.4567424050346625,1.2320010712563094,2.7249355835826674,4.295310889745427,0.6041236743955456,12.546817714996887
3.556085691318776,1.1327258062280767,2.6608228124975284,4.080157284094971,0.6041236743955456,12.546817714996887
3.626624240825605,1.0863687114025693,2.5037304734917867,3.873038552035743,0.6041236743955456,12.546817714996887
3.592075673530755,1.1798772856114232,2.464878421663634,3.8875158757356587,0.6041236743955456,12.546817714996887
3.634222145972018,1.186953159328406,2.213092575274602,3.69984681164157,0.6041236743955456,12.546817714996887
3.5001909070257646,1.2876092534752575,2.3694485853820715,3.989604811491597,0.6041236743955456,12.546817714996887
3.5952207407159094,1.1958631923814909,2.3406442269922945,3.757110964381081,0.6041236743955456,12.546817714996887
3.6291729643662483,1.218633795385453,2.2940558787980763,3.645975524437848,0.6041236743955456,12.546817714996887
3.636100509609012,1.23242392113856,2.264481393283031,3.601817936750372,0.6041236743955456,12.546817714996887
3.7191031883979018,1.1920829704400562,2.0679532081299943,3.451681174837184,0.6041236743955456,12.546817714996887
3.847223539808822,1.1095520357951933,1.898162352779267,3.195771555496331,0.6041236743955456,12.546817714996887
3.964369765522515,0.977161461963834,1.8001291589997876,2.9546247644358363,0.6041236743955456,13.38328086355135
3.9118612489461033,1.05554441808108,1.8268934101267247,3.073662658766029,0.6041236743955456,13.38328086355135
4.003720000191166,0.9695176620042436,1.7516262666496434,2.88921174926839,0.6041236743955456,13.38328086355135
3.9189030644663485,1.0188845087959755,1.9269657872473835,3.0421744504957493,0.6041236743955456,13.38328086355135
3.968520251038648,0.9616114998534495,1.9516144347374147,2.9481755193433274,0.6041236743955456,13.38328086355135
3.8851433862055487,1.0560545070182739,2.017870035121663,3.1249225063386676,0.6041236743955456,12.546817714996887
4.043664822360062,0.9414399063405642,1.7479484114806156,2.8247134251040644,0.6041236743955456,13.38328086355135
4.029881638756134,0.9285708121646146,1.7838958151799622,2.8861112522476726,0.6041236743955456,13.38328086355135
4.0645112594957125,0.8699983389890271,1.856993632896677,2.955660574774218,0.6041236743955456,13.38328086355135
4.0720163448557285,0.8300873262577332,1.9248280135955784,2.979411888696053,0.6041236743955456,13.38328086355135
4.039520297750941,0.8759613540147911,1.9290055408222766,3.1315592093216544,0.6041236743955456,12.546817714996887
4.085685748032986,0.8646750416379536,1.7787749162442765,2.93852683205488,0.6041236743955456,13.38328086355135
4.046284386449496,0.9164984020449395,1.7319356915809596,2.9034490269416526,0.6041236743955456,13.38328086355135
4.131018352579008,0.8297743260435555,1.6474681897104073,2.6284532086696877,0.6041236743955456,13.38328086355135
4.085390752847268,0.8986412979823457,1.6383981038166158,2.772497412613052,0.6041236743955456,13.38328086355135
4.066896415478841,0.9669915407921347,1.5480178365175734,2.7699018836748825,0.6041236743955456,13.38328086355135
4.1163986471487535,0.989295546181929,1.317309957673986,2.486456662777974,0.6041236743955456,14.219735693895306
4.051825322000325,1.0697707285882414,1.3445340819011402,2.64132350684732,0.6041236743955456,14.219735693895306
4.022369560475849,1.1008404374263678,1.383976877709778,2.632881596170016,0.6041236743955456,13.38328086355135
3.241068847616084,1.92557727059707,1.4516184229759441,5.16668429804987,1.161740718682527,13.38328086355135
3.2513333272406557,1.9301343973724152,1.4772273802675067,5.174996239683744,1.161740718682527,13.38328086355135
3.4486888067597077,1.7783398436539521,1.1570981690431361,4.641517232118252,1.161740718682527,13.38328086355135
3.2528662940151936,1.9783623827773738,1.177415470719623,5.0190311637697524,1.161740718682527,13.38328086355135
3.2063159864593143,2.0378009258701346,1.101258171621942,5.089684337370769,1.161740718682527,13.38328086355135
3.1771260792614973,2.0643622466121885,1.1626240252302313,5.125126533112775,1.161740718682527,13.38328086355135
3.1850541290995937,2.073500305596629,1.0819813460957484,5.079411268783294,1.161740718682527,13.38328086355135
3.286722838226085,1.9889459890706656,0.9736773178442214,4.790988854235372,1.161740718682527,13.38328086355135
3.278318671502843,1.9863840554614822,1.0985754903197242,4.936728771001058,1.161740718682527,13.38328086355135
3.156307185824215,2.1101319015651763,1.1130278746736295,5.1791325273698305,1.161740718682527,13.38328086355135
3.7834198674434716,1.4222256838751388,1.506172279158272,3.1203802014349424,0.6041236743955456,13.38328086355135
3.5039451742214074,1.7088795018253706,1.4752328481213806,3.6796928207527935,0.6041236743955456,13.38328086355135
3.61960223288294,1.6130606022367988,1.3737580145513133,3.4914452402801466,0.6041236743955456,13.38328086355135
3.5818613069008154,1.6571590334453634,1.365750946021753,3.6166737337736046,0.6041236743955456,13.38328086355135
3.517125578736886,1.7122590948482381,1.291445000748813,3.7398095480353772,0.6041236743955456,13.38328086355135
3.4837943602354713,1.7348446435089881,1.3243384734402064,3.821071696787643,0.6041236743955456,13.38328086355135
3.5586922450050853,1.6823758809854545,1.3027258570909384,3.628987898823251,0.6041236743955456,13.38328086355135
3.499735473294887,1.7408157582556505,1.3058616817305269,3.741798520531721,0.6041236743955456,13.38328086355135
3.5038636344535625,1.72015341143978,1.3419585986211282,3.7538028633499696,0.6041236743955456,13.38328086355135
3.6312261589835906,1.5531884236995075,1.4619236624240168,3.5645508168050553,0.6041236743955456,13.38328086355135
